copy_batch_id,source_path,destination_path,artifact_class,standards_body,spec_id,source_release_or_version,target_release_or_version,copy_method,copied_at,checksum_source,checksum_destination,verified,status,notes
planned-evidence-049,<SOURCE_5G_LAB_SIMULATOR_ROOT>/Tech-Co/docs/components/epc.md,traceability/requirements/techco-epc-component.md,component_mapping_doc,3GPP,EPC/RAN component mapping,source component documentation,per 3GPP release register,shutil.copy2,2026-06-05T02:01:36Z,b6257397df0e99b7c8f0c32381b1f0276a9e476c04b78e881e3e6277fd80ae63,b6257397df0e99b7c8f0c32381b1f0276a9e476c04b78e881e3e6277fd80ae63,true,copied,Documentation evidence only; not formal EPC/RAN conformance; copied and checksum verified
planned-evidence-050,<SOURCE_5G_LAB_SIMULATOR_ROOT>/Tech-Co/docs/components/order_engine.md,traceability/requirements/techco-order-engine-component.md,component_mapping_doc,TM Forum,order orchestration/TMF flow mapping,source component documentation,per TM Forum release register,shutil.copy2,2026-06-05T02:01:36Z,623a915b4ca4ef7ddd03b9f6dbf13e708959ec961d8d76f08284ceeb82a617aa,623a915b4ca4ef7ddd03b9f6dbf13e708959ec961d8d76f08284ceeb82a617aa,true,copied,Documentation evidence only; not TMF conformance; copied and checksum verified
planned-evidence-051,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/docs/testing.md,traceability/requirements/legacy-5g-emulator-testing.md,test_strategy_doc,3GPP;O-RAN,legacy standalone 5G emulator testing documentation,source testing documentation,per release register,shutil.copy2,2026-06-05T02:01:36Z,15f44bc264b1c8012c13879c2f796ff4edd4f5b8d11dec0aad8f7187475c84f3,15f44bc264b1c8012c13879c2f796ff4edd4f5b8d11dec0aad8f7187475c84f3,true,copied,Documentation evidence; check claim language; copied and checksum verified
planned-evidence-052,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/docs/api-reference.md,traceability/requirements/legacy-5g-emulator-api-reference.md,api_reference_doc,3GPP;O-RAN,legacy standalone 5G emulator emulator API reference,source API reference,per release register,shutil.copy2,2026-06-05T02:01:36Z,ddb42d86a5d161641295fbeabd172591df8d59f0b1fc650fe620bfaa5c225957,ddb42d86a5d161641295fbeabd172591df8d59f0b1fc650fe620bfaa5c225957,true,copied,Reference doc only; not conformance proof; copied and checksum verified
planned-evidence-053,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/docs/core-network.md,traceability/requirements/legacy-5g-emulator-core-network.md,component_mapping_doc,3GPP,5GC/core network mapping,source component documentation,per 3GPP release register,shutil.copy2,2026-06-05T02:01:36Z,8f9cf8ba243bb18f24caf00280f9996572d66433033f3579cc493448e5cfdcea,8f9cf8ba243bb18f24caf00280f9996572d66433033f3579cc493448e5cfdcea,true,copied,Documentation evidence only; not formal 5GC conformance; copied and checksum verified
planned-evidence-054,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/docs/ric-architecture.md,traceability/requirements/ric-architecture.md,oran_architecture_doc,O-RAN,RIC architecture mapping,source architecture documentation,per O-RAN release/spec register,shutil.copy2,2026-06-05T02:01:36Z,833e8e3c35552e23e5c834b5a8bd1f013394c645308d9b0ca8a02bab349f1ef0,833e8e3c35552e23e5c834b5a8bd1f013394c645308d9b0ca8a02bab349f1ef0,true,copied,Documentation evidence only; original filename preserved so legacy standalone 5G emulator RAN component relative link resolves; copied and checksum verified
planned-evidence-055,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/docs/ran-components.md,traceability/requirements/legacy-5g-emulator-ran-components.md,component_mapping_doc,3GPP;O-RAN,RAN/O-RAN adjacency mapping,source component documentation,per release register,shutil.copy2,2026-06-05T02:01:36Z,4df0d5c32be34480d1154dec22d3d8b32fa98f4f5cff688493c9e8840c9c6e84,4df0d5c32be34480d1154dec22d3d8b32fa98f4f5cff688493c9e8840c9c6e84,true,copied,Documentation evidence only; not conformance proof; copied and checksum verified
planned-evidence-056,<SOURCE_5G_LAB_SIMULATOR_ROOT>/Tech-Co/docs/components/ai_observer.md,traceability/requirements/techco-ai-observer-component.md,component_mapping_doc,O-RAN;AI operations,AI observer/closed-loop context,source component documentation,per release register,shutil.copy2,2026-06-05T02:17:02Z,ae4aec4f788f642f6872a30c69456d02aab33f3c1e60b8366fa22b8724150b4d,ae4aec4f788f642f6872a30c69456d02aab33f3c1e60b8366fa22b8724150b4d,true,copied,Documentation evidence only; no formal O-RAN/AI conformance claim; copied and checksum verified
planned-evidence-057,<SOURCE_5G_LAB_SIMULATOR_ROOT>/Tech-Co/docs/development.md,traceability/requirements/techco-development.md,development_reference_doc,TM Forum;3GPP;O-RAN,development workflow reference,source development documentation,reference-only,shutil.copy2,2026-06-05T02:17:02Z,16dd99956ab7d09697f6f47a2817195cbb5c33280a01c8415be75bca7325a0f7,16dd99956ab7d09697f6f47a2817195cbb5c33280a01c8415be75bca7325a0f7,true,copied,Reference doc only; not conformance proof; copied and checksum verified
planned-evidence-058,<SOURCE_5G_LAB_SIMULATOR_ROOT>/Tech-Co/docs/roadmap.md,traceability/requirements/techco-roadmap.md,roadmap_reference_doc,TM Forum;3GPP;O-RAN,roadmap/gap planning,source roadmap documentation,planning/reference-only,shutil.copy2,2026-06-05T02:17:02Z,8b262cca23f2d98d0b5378d43982e24ccc16b60f402b385b24812139784382da,8b262cca23f2d98d0b5378d43982e24ccc16b60f402b385b24812139784382da,true,copied,Planning doc only; not implementation or conformance evidence; copied and checksum verified
planned-evidence-059,<SOURCE_5G_LAB_SIMULATOR_ROOT>/Tech-Co/docs/components/storefront.md,traceability/requirements/techco-storefront-component.md,component_mapping_doc,TM Forum,northbound UX/API flow context,source component documentation,reference-only,shutil.copy2,2026-06-05T02:17:02Z,2ee1c036ee024c3a26ef1576ec467c5800990b81f5bf0f024506efc8f33d4462,2ee1c036ee024c3a26ef1576ec467c5800990b81f5bf0f024506efc8f33d4462,true,copied,UX/component documentation only; not TMF conformance proof; copied and checksum verified
planned-evidence-060,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/docs/GETTING_STARTED.txt,references/legacy-5g-emulator/5g-emulator-getting-started.txt,emulator_reference_doc,3GPP;O-RAN,legacy standalone 5G emulator emulator usage reference,source getting-started reference,reference-only,shutil.copy2,2026-06-05T02:17:02Z,c8cc6ca2a9c197c685128443d98eb26faadea43241c969e04b49e526f71c2cb5,c8cc6ca2a9c197c685128443d98eb26faadea43241c969e04b49e526f71c2cb5,true,copied,Reference-only emulator usage context; not conformance proof; copied and checksum verified
planned-code-061,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/core_network/amf.py,services/mock_5g_core/core_network/amf.py,mock_source_code_intake,3GPP 5GC AMF,mock 5G core/RAN source intake,source mock implementation,code-intake/reference-only; per release register before claims,shutil.copy2,2026-06-05T02:23:52Z,795e5580ac3a6dd36b738d6d4e755fad6e597bb0602c1f7a1381f1605a07cac1,59308d762c30321ae5c124f36f65f917c3d2ec55676eb8f6509863e79bc3ba08,true,copied_remediated,Primary access/session control mock core function requested by user.; batch-008 source-code intake only; copied byte-identically; runtime integration deferred; copied and checksum verified; issue-18 claim-hygiene remediation applied after copy; checksum_destination covers public remediated artifact; checksum_source preserves original copied-source hash
planned-code-062,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/core_network/smf.py,services/mock_5g_core/core_network/smf.py,mock_source_code_intake,3GPP 5GC SMF,mock 5G core/RAN source intake,source mock implementation,code-intake/reference-only; per release register before claims,shutil.copy2,2026-06-05T02:23:52Z,e20ad8403cb6d7f9ea860fed08892e8bdddee83ddabd30af1dc946eb3c206ae7,902a659f602588117af2c0002f84bdbb0c23ebd8629738c687d844263be593e0,true,copied_remediated,Primary session management mock core function requested by user.; batch-008 source-code intake only; copied byte-identically; runtime integration deferred; copied and checksum verified; issue-18 claim-hygiene remediation applied after copy; checksum_destination covers public remediated artifact; checksum_source preserves original copied-source hash
planned-code-063,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/core_network/udr.py,services/mock_5g_core/core_network/udr.py,mock_source_code_intake,3GPP 5GC UDR,mock 5G core/RAN source intake,source mock implementation,code-intake/reference-only; per release register before claims,shutil.copy2,2026-06-05T02:23:52Z,1963cb235ae35bf09fb293496d1bb902b572b0d4a08d431b4fce82bf59796044,6d26f5ef68a71bbe09e656c7ffda946f80ee0e00e8e3452a46477d9b87bd64db,true,copied_remediated,Subscriber data repository mock core function requested by user.; batch-008 source-code intake only; copied byte-identically; runtime integration deferred; copied and checksum verified; issue-18 claim-hygiene remediation applied after copy; checksum_destination covers public remediated artifact; checksum_source preserves original copied-source hash
planned-code-064,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/core_network/nssf.py,services/mock_5g_core/core_network/nssf.py,mock_source_code_intake,3GPP 5GC slicing/NSSF,mock 5G core/RAN source intake,source mock implementation,code-intake/reference-only; per release register before claims,shutil.copy2,2026-06-05T02:23:52Z,87ba797bcd03f05bde0ae206c1ea81d3cbf62a7aa115081112e79bd8e2fac39e,a80d68727d22ada9d060d88d3d34674b32e3e6c437e333d97b6244bd216f6331,true,copied_remediated,Network slice selection mock core function requested by user.; batch-008 source-code intake only; copied byte-identically; runtime integration deferred; copied and checksum verified; issue-18 claim-hygiene remediation applied after copy; checksum_destination covers public remediated artifact; checksum_source preserves original copied-source hash
planned-code-065,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/config/__init__.py,services/mock_5g_core/config/__init__.py,mock_source_code_intake,runtime support,mock 5G core/RAN source intake,source mock implementation,code-intake/reference-only; per release register before claims,shutil.copy2,2026-06-05T02:23:52Z,8f0f50d4b44e5f0b4a378042bc2a6d5a8c6ac58cdddb080a996bb2365ceabaf7,8f0f50d4b44e5f0b4a378042bc2a6d5a8c6ac58cdddb080a996bb2365ceabaf7,true,copied,Required because core functions import `config` package.; batch-008 source-code intake only; copied byte-identically; runtime integration deferred; copied and checksum verified
planned-code-066,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/config/ports.py,services/mock_5g_core/config/ports.py,mock_source_code_intake,runtime support,mock 5G core/RAN source intake,source mock implementation,code-intake/reference-only; per release register before claims,shutil.copy2,2026-06-05T02:23:52Z,90ca7eec1d6bca6fa943452e6efdd0181c58c8aee9f4fd67d94152ef1b3fe788,90ca7eec1d6bca6fa943452e6efdd0181c58c8aee9f4fd67d94152ef1b3fe788,true,copied,Required because several services import `config.ports`.; batch-008 source-code intake only; copied byte-identically; runtime integration deferred; copied and checksum verified
planned-code-067,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/core_network/transport.py,services/mock_5g_core/core_network/transport.py,mock_source_code_intake,3GPP N4/PFCP transport support,mock 5G core/RAN source intake,source mock implementation,code-intake/reference-only; per release register before claims,shutil.copy2,2026-06-05T02:23:52Z,2a3ba35c9c469264aa98baa3630b531784321386c19024ef47edbea8eda4b2a9,2a3ba35c9c469264aa98baa3630b531784321386c19024ef47edbea8eda4b2a9,true,copied,Required by core network services using shared transport helpers.; batch-008 source-code intake only; copied byte-identically; runtime integration deferred; copied and checksum verified
planned-code-068,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/ran/gnb.py,adapters/mock_ran/ran/gnb.py,mock_source_code_intake,3GPP RAN / O-RAN adjacency,mock 5G core/RAN source intake,source mock implementation,code-intake/reference-only; per release register before claims,shutil.copy2,2026-06-05T02:23:52Z,e477b3b353365a330efb0e4ba81230c87e4e0c979dc2391bc52293853e4cad51,cd5657b73c02e311833be5bcdce883608e0400c4a52e487ad2ec60ca90e09d42,true,copied_remediated,Primary RAN simulator entrypoint.; batch-008 source-code intake only; copied byte-identically; runtime integration deferred; copied and checksum verified; issue-18 claim-hygiene remediation applied after copy; checksum_destination covers public remediated artifact; checksum_source preserves original copied-source hash
planned-code-069,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/ran/cu.py,adapters/mock_ran/ran/cu.py,mock_source_code_intake,3GPP RAN CU / O-RAN split adjacency,mock 5G core/RAN source intake,source mock implementation,code-intake/reference-only; per release register before claims,shutil.copy2,2026-06-05T02:23:52Z,4d63d259397afe1e5eeef83fbccdc01ea7832be791ae9a9ee9959ab50519271c,507071faf8f59cd82c6cface9eb0d3e003b8fbeb1553fe6fbebdacf694ff156d,true,copied_remediated,Central Unit simulator entrypoint.; batch-008 source-code intake only; copied byte-identically; runtime integration deferred; copied and checksum verified; issue-18 claim-hygiene remediation applied after copy; checksum_destination covers public remediated artifact; checksum_source preserves original copied-source hash
planned-code-070,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/ran/du.py,adapters/mock_ran/ran/du.py,mock_source_code_intake,3GPP RAN DU / O-RAN split adjacency,mock 5G core/RAN source intake,source mock implementation,code-intake/reference-only; per release register before claims,shutil.copy2,2026-06-05T02:23:52Z,d3f8619c3b5ce05ad6ec5b59a6d8f9143b1845c6803218d1a5f78342dda1b275,d30600c91a220b70dbcab0f8188e56e801fb229f4b661f8c233f89a520bf0fba,true,copied_remediated,Distributed Unit simulator entrypoint.; batch-008 source-code intake only; copied byte-identically; runtime integration deferred; copied and checksum verified; issue-18 claim-hygiene remediation applied after copy; checksum_destination covers public remediated artifact; checksum_source preserves original copied-source hash
planned-code-071,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/core_network/nrf.py,services/mock_5g_core/core_network/nrf.py,mock_source_code_intake,3GPP 5GC NRF,mock 5G core/RIC/O-RAN source intake,source mock implementation,code-intake/reference-only; per release register before claims,shutil.copy2,2026-06-05T02:41:52Z,a67f019b5a692301ce8e53ebc419f0bd2cc9c304fc4fdfd501a0817ce31ed2d5,f9f966041bf18c086d52749e68c67efc717794b5f591b1bcf10f7c2573acfd56,true,copied_remediated,Network repository function mock service; complements AMF/SMF from batch 008.; batch-009 source-code intake only; copied byte-identically; runtime integration deferred; copied and checksum verified; public tree redacts local absolute paths; checksum covers redacted artifact; issue-18 claim-hygiene remediation applied after copy; checksum_destination covers public remediated artifact; checksum_source preserves original copied-source hash
planned-code-072,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/core_network/upf.py,services/mock_5g_core/core_network/upf.py,mock_source_code_intake,3GPP 5GC UPF,mock 5G core/RIC/O-RAN source intake,source mock implementation,code-intake/reference-only; per release register before claims,shutil.copy2,2026-06-05T02:41:52Z,2719e7223e5b26b4a7cd27f472945f5ffe5893f561a11a1629cd16f6ee3e7fe1,22676430c6517ccbf0a56c1349a07f0b26069155da899633a47f7ac2d34c44ae,true,copied_remediated,User plane function mock service; complements SMF/transport from batch 008.; batch-009 source-code intake only; copied byte-identically; runtime integration deferred; copied and checksum verified; issue-18 claim-hygiene remediation applied after copy; checksum_destination covers public remediated artifact; checksum_source preserves original copied-source hash
planned-code-073,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/core_network/udm.py,services/mock_5g_core/core_network/udm.py,mock_source_code_intake,3GPP 5GC UDM,mock 5G core/RIC/O-RAN source intake,source mock implementation,code-intake/reference-only; per release register before claims,shutil.copy2,2026-06-05T02:41:52Z,be54dc0867fd0d6ce070959f917c8d4c5e65841b6e6d808ad2c81dd68cdeed96,09c5a9ee8965937a11c0e0c886fc5cc4a5f0b5c9430405f240df01cb8aef8434,true,copied_remediated,Unified data management mock service; complements UDR/AUSF.; batch-009 source-code intake only; copied byte-identically; runtime integration deferred; copied and checksum verified; issue-18 claim-hygiene remediation applied after copy; checksum_destination covers public remediated artifact; checksum_source preserves original copied-source hash
planned-code-074,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/core_network/ausf.py,services/mock_5g_core/core_network/ausf.py,mock_source_code_intake,3GPP 5GC AUSF,mock 5G core/RIC/O-RAN source intake,source mock implementation,code-intake/reference-only; per release register before claims,shutil.copy2,2026-06-05T02:41:52Z,9319f1933e75495bb1c4420eb9a2a35badfb3872cf25ecbae5fd6600e32e1e53,94cdc249b3a5b8aa74819608edecf10a9a9386721ac55680e866205dafcfcc53,true,copied_remediated,Authentication server mock service.; batch-009 source-code intake only; copied byte-identically; runtime integration deferred; copied and checksum verified; issue-18 claim-hygiene remediation applied after copy; checksum_destination covers public remediated artifact; checksum_source preserves original copied-source hash
planned-code-075,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/ran/ric/near_rt_ric.py,adapters/mock_ran/ran/ric/near_rt_ric.py,mock_source_code_intake,O-RAN RIC,mock 5G core/RIC/O-RAN source intake,source mock implementation,code-intake/reference-only; per release register before claims,shutil.copy2,2026-06-05T02:41:52Z,4bb982ba9c408f9f989e28da3774869504026bd30c0fea114643f5606d36c0ab,024b498e85c7938de334c33d98be0a0bad6d85da710e675bdc182a153c9d92fb,true,copied_remediated,Near-real-time RIC simulator entrypoint.; batch-009 source-code intake only; copied byte-identically; runtime integration deferred; copied and checksum verified; issue-18 claim-hygiene remediation applied after copy; checksum_destination covers public remediated artifact; checksum_source preserves original copied-source hash
planned-code-076,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/ran/ric/non_rt_ric.py,adapters/mock_ran/ran/ric/non_rt_ric.py,mock_source_code_intake,O-RAN RIC,mock 5G core/RIC/O-RAN source intake,source mock implementation,code-intake/reference-only; per release register before claims,shutil.copy2,2026-06-05T02:41:52Z,28f704a81434633a04a4c9466b2faa36c6e2fbbcdca7198ee0a6c0cf80f059f3,d5165120b69c3bc2379d1276c423c828e6c9588a059a5a01da25d50b2d94112b,true,copied_remediated,Non-real-time RIC simulator entrypoint.; batch-009 source-code intake only; copied byte-identically; runtime integration deferred; copied and checksum verified; issue-18 claim-hygiene remediation applied after copy; checksum_destination covers public remediated artifact; checksum_source preserves original copied-source hash
planned-code-077,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/ran/ric/e2ap.py,adapters/mock_ran/ran/ric/e2ap.py,mock_source_code_intake,O-RAN E2,mock 5G core/RIC/O-RAN source intake,source mock implementation,code-intake/reference-only; per release register before claims,shutil.copy2,2026-06-05T02:41:52Z,7adc423196974a0a815b972863fca3d1495ee76f701ad509ee7cfe365e1eea1e,7adc423196974a0a815b972863fca3d1495ee76f701ad509ee7cfe365e1eea1e,true,copied,E2 Application Protocol support module used by RIC pieces.; batch-009 source-code intake only; copied byte-identically; runtime integration deferred; copied and checksum verified
planned-code-078,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/ran/ric/e2sm_ccc.py,adapters/mock_ran/ran/ric/e2sm_ccc.py,mock_source_code_intake,O-RAN E2SM,mock 5G core/RIC/O-RAN source intake,source mock implementation,code-intake/reference-only; per release register before claims,shutil.copy2,2026-06-05T02:41:52Z,31d64a265370f6bb2009f36727d325023a2fdd3b637727f2c6d96848bf94e8cf,31d64a265370f6bb2009f36727d325023a2fdd3b637727f2c6d96848bf94e8cf,true,copied,E2 service model support dependency for e2ap.; batch-009 source-code intake only; copied byte-identically; runtime integration deferred; copied and checksum verified
planned-code-079,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/ran/ric/e2sm_llc.py,adapters/mock_ran/ran/ric/e2sm_llc.py,mock_source_code_intake,O-RAN E2SM,mock 5G core/RIC/O-RAN source intake,source mock implementation,code-intake/reference-only; per release register before claims,shutil.copy2,2026-06-05T02:41:52Z,8828ca36d8f43b5b5a9b1a51c41d37c6c83742fbce3e7d985dfe722f643f2597,8828ca36d8f43b5b5a9b1a51c41d37c6c83742fbce3e7d985dfe722f643f2597,true,copied,E2 service model support dependency for e2ap.; batch-009 source-code intake only; copied byte-identically; runtime integration deferred; copied and checksum verified
planned-code-080,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/ran/ric/e2sm_ni.py,adapters/mock_ran/ran/ric/e2sm_ni.py,mock_source_code_intake,O-RAN E2SM,mock 5G core/RIC/O-RAN source intake,source mock implementation,code-intake/reference-only; per release register before claims,shutil.copy2,2026-06-05T02:41:52Z,b48bb99b2ec5c45998ccb80f2a0c2b5e7d4b25e03d95d6dcd0d6910d12d3c56b,b48bb99b2ec5c45998ccb80f2a0c2b5e7d4b25e03d95d6dcd0d6910d12d3c56b,true,copied,E2 service model support dependency for e2ap.; batch-009 source-code intake only; copied byte-identically; runtime integration deferred; copied and checksum verified
planned-code-081,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/ran/fronthaul/cus_plane.py,adapters/mock_ran/ran/fronthaul/cus_plane.py,mock_source_code_intake,O-RAN Open Fronthaul,mock 5G core/RIC/O-RAN source intake,source mock implementation,code-intake/reference-only; per release register before claims,shutil.copy2,2026-06-05T02:41:52Z,3c9daee43c8de44cbe256f1006775901b2b9cada39abee8b6eeda3132e971034,3c9daee43c8de44cbe256f1006775901b2b9cada39abee8b6eeda3132e971034,true,copied,Fronthaul C/U/S plane support module.; batch-009 source-code intake only; copied byte-identically; runtime integration deferred; copied and checksum verified
planned-code-082,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/ran/slicing/oran_slicing.py,adapters/mock_ran/ran/slicing/oran_slicing.py,mock_source_code_intake,O-RAN slicing / 3GPP slicing,mock 5G core/RIC/O-RAN source intake,source mock implementation,code-intake/reference-only; per release register before claims,shutil.copy2,2026-06-05T02:41:52Z,d2287ec5614560237827a0188e8676cf75b95cb3b841159670a8708ccf9d17fe,58dc62dfac2472510ba29de9802935a187ae99152ec2c73c5e00a6bc05cb9932,true,copied_remediated,O-RAN slicing simulator and mapping support.; batch-009 source-code intake only; copied byte-identically; runtime integration deferred; copied and checksum verified; issue-18 claim-hygiene remediation applied after copy; checksum_destination covers public remediated artifact; checksum_source preserves original copied-source hash
planned-code-083,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/api_gateway/oran_gateway.py,adapters/mock_oran/api_gateway/oran_gateway.py,mock_source_code_intake,O-RAN API gateway,mock 5G core/RIC/O-RAN source intake,source mock implementation,code-intake/reference-only; per release register before claims,shutil.copy2,2026-06-05T02:41:52Z,5c4e446921d307e594ab98f6c8e2ba5aec617a363f2833ac162856346f49cc35,5c4e446921d307e594ab98f6c8e2ba5aec617a363f2833ac162856346f49cc35,true,copied,Gateway adapter for O-RAN-facing API paths.; batch-009 source-code intake only; copied byte-identically; runtime integration deferred; copied and checksum verified
planned-code-084,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/oran/o_ran_spec_map.py,adapters/mock_oran/oran/o_ran_spec_map.py,mock_source_code_intake,O-RAN spec mapping,mock 5G core/RIC/O-RAN source intake,source mock implementation,code-intake/reference-only; per release register before claims,shutil.copy2,2026-06-05T02:41:52Z,a1e185568989f879b6fcfbe85f86b0146bf8f96034b6405b25571d033f1b569b,a1e185568989f879b6fcfbe85f86b0146bf8f96034b6405b25571d033f1b569b,true,copied,Support module for O-RAN spec mapping used by gateway/material.; batch-009 source-code intake only; copied byte-identically; runtime integration deferred; copied and checksum verified
planned-code-085,<SOURCE_5G_LAB_SIMULATOR_ROOT>/legacy-standalone-5g-emulator/open-digital-platform-2_0/clean_5g_emulator_api/oran/__init__.py,adapters/mock_oran/oran/__init__.py,mock_source_code_intake,O-RAN support,mock 5G core/RIC/O-RAN source intake,source mock implementation,code-intake/reference-only; per release register before claims,shutil.copy2,2026-06-05T02:41:52Z,238340302415187c1c99c2b3beb7a6dd327a89f0fcee7788c0ac2e1dec2b367c,238340302415187c1c99c2b3beb7a6dd327a89f0fcee7788c0ac2e1dec2b367c,true,copied,Package marker/support for O-RAN mapping module.; batch-009 source-code intake only; copied byte-identically; runtime integration deferred; copied and checksum verified
clean-runtime-086,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/core_network/udsf.py,services/mock_5g_core/core_network/udsf.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,40caf469bdb5232eb6f4be1ae55b6e8d4345afb1c25f4e5a2cb9f7a6fc7af587,0d64d0b35b3c9715f1c8e30367a6f4a13c9e3b846d42d889b0f1d4b86d30e992,true,copied_remediated,Clean-domain runtime intake; copied only this needed file into the bucket. claim-hygiene remediation applied after copy to remove old standalone naming; checksum_destination covers public remediated artifact.
clean-runtime-087,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/ran/rru/rru.py,adapters/mock_ran/ran/rru/rru.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,a82dd2cb2b25886cf028c506afde66e7d5c775a1fadabc3115b8f3248f08675b,714122a7ffedeff85971f28b825b903c1286016d860872a58e2ad5e9f46e6da2,true,copied_remediated,Clean-domain runtime intake; copied only this needed file into the bucket. claim-hygiene remediation applied after copy to remove old standalone naming; checksum_destination covers public remediated artifact.
clean-runtime-088,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/ptp/ptp.py,adapters/mock_ran/ptp/ptp.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,10be6ddc1b61433c5e85086efecac7725bfc2abf8394c75adfb16a0cc803b40d,3b1182d4657c36c9005ee2af4093d884f71ec4e53731c1f62d24c493d0933f7e,true,copied_remediated,Clean-domain runtime intake; copied only this needed file into the bucket. claim-hygiene remediation applied after copy to remove old standalone naming; checksum_destination covers public remediated artifact.
